鳳凰山,,"1,698.17 ",一等三角點補點,1,●補點,花崗石,23.69168881 ,120.80616683 ,229404.499 ,2621099.139 ,鹿谷,,,
東郡大山,,"3,619.42 ",一等三角點補點,1,●補點,花崗石,23.62672464 ,121.09208261 ,258566.571 ,2613894.788 ,南投信義,,,"另有""主近(01)""森林點"
松子腳山,,145.53 ,一等三角點補點,1,●補點,花崗石,23.53581125 ,120.48076044 ,196155.513 ,2603919.657 ,民雄,,,另有3-268在另一山頭
三叉山,,"3,496.14 ",一等三角點補點,1,●補點,花崗石,23.29716989 ,121.02866350 ,252103.809 ,2577397.536 ,桃源 卓溪 海端,,,
卑南主山,,"3,294.59 ",一等三角點補點,1,●補點,花崗石,23.05116492 ,120.87418500 ,236280.233 ,2550161.550 ,桃源 海端,,,"另有""主近(09)""森林點"
西勢,,20.92 ,一等三角點補點,1,●補點,花崗石,22.62566189 ,120.52134131 ,199970.024 ,2503119.743 ,竹田,在屏東枋寮山友處,基網,
尚書林,雞母山 鳳凰山,56.92 ,一等三角點補點,1,●補點,花崗石,22.61487233 ,120.37841672 ,185273.000 ,2501980.000 ,鳳山 大寮,,基網,另有3-IC041，另有3-882但找不到
大漢山,大樹林山,"1,704.18 ",一等三角點補點,1,●補點,花崗石,22.40776331 ,120.75123831 ,223561.735 ,2478936.053 ,春日,軍事管制區,,另有1-IC028銅標
大山母山,,325.03 ,一等三角點補點,1,●補點,花崗石,21.96835058 ,120.77890311 ,226339.030 ,2430279.931 ,恆春,,一等天文點,"另有""江(28)""圖根點"
王武塔山,,"2,022.00 ",一等三角點補點,1,●補點,花崗石,23.71595703 ,121.33450419 ,283278.540 ,2623813.662 ,萬榮,,,
美奈田主山,,"2,931.21 ",一等三角點補點,1,●補點,花崗石,22.97673031 ,121.00192003 ,249368.627 ,2541913.926 ,延平,,,"另有""主近(10)""森林點"
太麻里山,,"1,339.93 ",一等三角點補點,1,●補點,花崗石,22.64309350 ,120.95248103 ,244287.767 ,2504972.306 ,金峰,,,
紅頭山,,551.62 ,一等三角點補點,1,●補點,花崗石,22.05299953 ,121.53458169 ,304347.765 ,2439729.870 ,蘭嶼,,,另有3-696
大森山,,482.74 ,一等三角點補點,1,●補點,花崗石,22.01031542 ,121.58576850 ,309649.284 ,2435022.868 ,蘭嶼,,,另有3-954
中壢埔頂,,138.93 ,二等三角點,2,2-1021,花崗石,24.95630881 ,121.26328728 ,275755.344 ,2761167.757 ,中壢,掩埋，找不到,,
三針後山,,814.97 ,二等三角點,2,2-1022,花崗石,24.73716308 ,121.64564975 ,314479.621 ,2737024.200 ,員山,,,
高山頂,,214.91 ,二等三角點,2,2-1023,花崗石,24.92886122 ,121.18668842 ,268025.034 ,2758114.861 ,楊梅 平鎮,,,另有3-992在桃園縣測量隊
溪南山,,301.05 ,二等三角點,2,2-1024,花崗石,24.92461536 ,121.39735467 ,289303.420 ,2757690.336 ,三峽,,,另有3-976
拳頭母山,,"1,550.61 ",二等三角點,2,2-1025,花崗石,24.70792103 ,121.54610731 ,304423.597 ,2733741.821 ,烏來 大同 三星,,,
阿玉山,,"1,419.91 ",二等三角點,2,2-1026,花崗石,24.78944114 ,121.60279500 ,310119.171 ,2742794.709 ,烏來 員山,,,
西勢湖,,390.95 ,二等三角點,2,2-1027,花崗石,25.25278194 ,121.60391028 ,310003.194 ,2794117.416 ,金山,找不到,,另有3-1119但找不到
伯公岡,伯公崗,109.21 ,二等三角點,2,2-1028,花崗石,24.94071433 ,121.07263994 ,256506.000 ,2759417.000 ,楊梅,找不到,,另有2-IC021在國中屋頂上；另有3-1062但找不到
石頭坑,,237.06 ,二等三角點,2,2-1029,花崗石,24.80299869 ,121.07392264 ,256643.959 ,2744163.916 ,新埔 芎林,,,另有頭前溪水源13，另有3-6在西100M
大湖桶山,,722.59 ,二等三角點,2,2-1030,花崗石,24.63658019 ,121.65308642 ,315284.561 ,2725887.321 ,三星 宜蘭大同,,,
四十張,,45.53 ,二等三角點,2,2-1031,花崗石,24.99664492 ,121.47872094 ,297493.188 ,2765695.182 ,中和,找不到,,另有2-IC001
羅厝,,21.11 ,二等三角點,2,2-1032,花崗石,23.75824158 ,120.37675114 ,185642.788 ,2628595.367 ,崙背,在屏東東港山友處,,另有3-332
昌南,,17.04 ,二等三角點,2,2-1033,花崗石,23.69729778 ,120.26048775 ,173757.311 ,2621902.504 ,雲林東勢,,,另有3-327但在台中市測量隊
咬狗,,221.71 ,二等三角點,2,2-1035,花崗石,23.72262914 ,120.60979772 ,209386.909 ,2624566.600 ,斗六 林內,,,另有3-190
樹子腳,,43.49 ,二等三角點,2,2-1036,花崗石,23.77707622 ,120.52037997 ,200290.322 ,2630624.340 ,荊桐,在繞平村碾米廠內，已斷頭、埋入地下,,另有2-IC073在東北800M，另有3-251在西北1KM
八分寮,,207.25 ,二等三角點,2,2-1037,花崗石,24.71906189 ,120.99896397 ,249065.727 ,2734865.415 ,寶山,,,另有3-87但找不到
三洽水,,398.21 ,二等三角點,2,2-1038,花崗石,24.86716306 ,121.18447625 ,267811.280 ,2751281.202 ,龍潭,訊號站內,,在另一山頭另有3-10但找不到、另有3-IC183
橫坪,,688.62 ,二等三角點,2,2-1039,花崗石,24.95075197 ,121.65366900 ,315177.994 ,2760685.629 ,石碇,,,
高埔,,232.81 ,二等三角點,2,2-1040,花崗石,24.50650736 ,120.76087942 ,224938.739 ,2711345.231 ,通霄 西湖,,,另有3-150
火燒寮山,獅公髻尾山 傑士嶺,839.82 ,二等三角點,2,2-1041,花崗石,24.97477783 ,121.71819758 ,321679.752 ,2763380.943 ,石碇 平溪 坪林 ,,,另有3-675
網弦山,網絃山,63.88 ,二等三角點,2,2-1042,花崗石,24.66008153 ,120.82983053 ,231947.295 ,2728344.010 ,後龍,,,另有3-116但在台中市測量隊
溪子口山,景美山,142.65 ,二等三角點,2,2-1043,花崗石,24.99253239 ,121.54865642 ,304554.669 ,2765266.653 ,文山,,,
竹子山北峰,,"1,079.20 ",二等三角點,2,2-1044,花崗石,25.21814028 ,121.56735414 ,306337.000 ,2790264.000 ,金山,找不到,,另有2-IC007
直潭山,,728.84 ,二等三角點,2,2-1045,花崗石,24.92084975 ,121.56765408 ,306505.748 ,2757334.341 ,新店,,,"另有殖產局""秋(02)""圖根補點但找不到"
大湖口,,183.29 ,二等三角點,2,2-1046,花崗石,24.85930258 ,121.05190739 ,254416.000 ,2750399.000 ,湖口,找不到,,另有2-IC022
頭前,,2.60 ,二等三角點,2,2-1047,花崗石,25.06195633 ,121.45727689 ,295304.000 ,2772922.000 ,新莊,化成路397號西500M，找不到,,"另有""新(28)""圖根點但找不到"
托皿山,,157.18 ,二等三角點,2,2-1048,花崗石,24.55596692 ,120.84630422 ,233601.690 ,2716810.759 ,頭屋 公館,,,另有3-144在北200M山頭
阿丹,,45.09 ,二等三角點,2,2-1049,花崗石,23.66068483 ,120.50150997 ,198322.208 ,2617741.194 ,斗南,在台中市測量隊,,
王爺坑,,462.03 ,二等三角點,2,2-1050,花崗石,24.76652242 ,121.11897983 ,261203.064 ,2740127.442 ,芎林 關西,,,
車坪寮山,五指山,699.31 ,二等三角點,2,2-1051,花崗石,25.13132394 ,121.60825803 ,310501.959 ,2780665.697 ,萬里 汐止,軍事管制區,,另有3-1045在南200M
崙坪,,101.66 ,二等三角點,2,2-1052,花崗石,25.00331967 ,121.16367914 ,265690.934 ,2766358.701 ,觀音,,,
北坑,東北坑山,198.42 ,二等三角點,2,2-1053,花崗石,24.64672717 ,120.93403461 ,242493.642 ,2726855.802 ,三灣,轉播站內,,"另有3-123但找不到；另有省府""補施(21)""圖根補點"
水汴頭,,254.44 ,二等三角點,2,2-1054,花崗石,25.02633083 ,121.32456133 ,281924.036 ,2768936.855 ,桃園 龜山,,,另有3-991在另一山頭
瑪陵尖,東勢下股山,230.39 ,二等三角點,2,2-1055,花崗石,25.10891983 ,121.32456133 ,281903.599 ,2778228.552 ,七堵,,,另有3-655
金面山,,667.45 ,二等三角點,2,2-1056,花崗石,24.86649861 ,121.33545294 ,283067.536 ,2751236.640 ,大溪,,,"另有""外(01)""圖根補點"
尖筆山,,102.49 ,二等三角點,2,2-1057,花崗石,24.72066225 ,120.89855878 ,238908.350 ,2735046.545 ,竹南,國道施工山被挖掉，找不到,,另有3-64但被挖掉
三尖山,,418.22 ,二等三角點,2,2-1058,花崗石,24.59016500 ,120.93749444 ,242841.126 ,2720591.178 ,造橋 獅壇,,原3-6649基石改升為二等,"另有殖產局""大(16)""圖根補點在西南100M、省府""補王(15)""圖根補點在東北峰"
蚊港,,18.10 ,二等三角點,2,2-1059,花崗石,23.75089861 ,120.22703639 ,170377.383 ,2627856.978 ,台西,,,"另有3-385在西396M北420M處但找不到；另有""柳(02)""圖根補點"
茄苳腳山,四分尾山,641.16 ,二等三角點,2,2-1060,花崗石,25.04117725 ,121.68066383 ,317853.653 ,2770715.576 ,汐止,,,另有3-837
新庄子,,34.74 ,二等三角點,2,2-1061,花崗石,23.81695953 ,120.41721367 ,189794.095 ,2635080.527 ,二崙,,,
飛沙,,11.43 ,二等三角點,2,2-1062,花崗石,23.64869350 ,120.17841089 ,165355.131 ,2616565.802 ,四湖,埋土中30cm,,"另有3-383但找不到；另有省府""補鄒(05)""圖根補點；另有海軍313號基石；另有2-IC084在東1KM山頭"
中幅子山,丁火巧山,471.67 ,二等三角點,2,2-1063,花崗石,25.17740131 ,121.66990125 ,316692.502 ,2785799.309 ,萬里,,,另有3-1112
劍潭山,,152.26 ,二等三角點,2,2-1064,花崗石,25.08427306 ,121.52929889 ,302560.609 ,2775420.286 ,台北中山 士林,,,另有3-657但找不到
五分山,,756.79 ,二等三角點,2,2-1065,花崗石,25.07095197 ,121.78065475 ,327924.364 ,2774068.097 ,平溪 瑞芳,,,另有3-1038
十八尖山,,130.40 ,二等三角點,2,2-1066,花崗石,24.79249797 ,120.98462414 ,247616.000 ,2742999.000 ,新竹東區,找不到,,另有3-58但找不到，另有3-MC179
松柏坑,,430.85 ,二等三角點,2,2-1067,花崗石,23.82002197 ,120.64204994 ,212702.375 ,2635343.530 ,二水 名間,,茶園中，半掩埋,
下員坑,,31.35 ,二等三角點,2,2-1068,花崗石,25.28618553 ,121.51092083 ,300621.832 ,2797778.309 ,石門,在碉堡上,,另有3-962但找不到
觀音山,,611.51 ,二等三角點,2,2-1069,花崗石,25.13592922 ,121.42665083 ,292188.000 ,2781105.000 ,八里,找不到,,另有2-IC012在硬漢嶺石碑上；另有3-1125但找不到
大片頭,,27.43 ,二等三角點,2,2-1070,花崗石,25.24584156 ,121.45707594 ,295214.882 ,2793289.945 ,三芝,找不到,,"另有2-IC005；另有省府""補林(49)""圖根補點但找不到"
大元山,,"1,489.75 ",二等三角點,2,2-1086,花崗石,24.55974044 ,121.64606006 ,314613.321 ,2717373.302 ,宜蘭大同 南澳,,,
三腳南山,,"1,187.20 ",二等三角點,2,2-1087,花崗石,23.24059783 ,120.59246247 ,207468.242 ,2571191.908 ,大埔 南化,,,另有曾文溪水源22
六甲山,,87.50 ,二等三角點,2,2-1088,花崗石,23.22499000 ,120.36734317 ,184423.833 ,2569545.540 ,六甲,,,"另有3-396但找不到；另有""浦(02)""圖根點但找不到；另有不知名基石"
大屯寮,,5.27 ,二等三角點,2,2-1089,花崗石,23.23419972 ,120.24392000 ,171796.889 ,2570625.649 ,下營,,,
竹子尖山,,"1,109.65 ",二等三角點,2,2-1090,花崗石,23.17586031 ,120.56551733 ,204689.215 ,2564031.178 ,南化 楠西,,,
善化,,10.81 ,二等三角點,2,2-1091,花崗石,23.12024936 ,120.29581117 ,177046.543 ,2557980.074 ,善化,,,
西港,,6.00 ,二等三角點,2,2-1092,花崗石,23.11903458 ,120.21146258 ,168406.524 ,2557889.794 ,西港,,,
永康,,29.20 ,二等三角點,2,2-1093,花崗石,23.01873617 ,120.24265578 ,171544.446 ,2546766.144 ,永康,找不到,,另有2-IC044但找不到
白沙崙,,1.91 ,二等三角點,2,2-1094,花崗石,22.91401331 ,120.18283606 ,165348.062 ,2535201.593 ,茄萣,,仍在、待挖另有2-IC069在附近民宅樓頂水塔上；另有3-538但找不到
中洲,,8.29 ,二等三角點,2,2-1095,花崗石,22.56784036 ,120.30269433 ,177464.405 ,2496806.844 ,旗津,找不到,,另有2-IC070在港警派出所樓頂
紅毛埤,,149.82 ,二等三角點,2,2-1096,花崗石,23.47999928 ,120.49196628 ,197277.924 ,2597735.034 ,嘉義東區,,,另有3-305在西150M
大貢占,,823.16 ,二等三角點,2,2-1097,花崗石,22.97784100 ,120.62292553 ,210511.067 ,2542086.800 ,美濃 杉林 六龜,,,
